iteration,n_agents,c0,m0,s0,mx0,mn0
413,48,7,0.253597,0.137761,0.508611,0.105516
414,48,7,0.253627,0.137824,0.508785,0.105474
415,48,7,0.253657,0.137888,0.508959,0.105431
416,48,7,0.253687,0.137952,0.509134,0.105389
417,48,7,0.253717,0.138016,0.509309,0.105346
418,48,8,0.274761,0.14062,0.509483,0.105304
419,48,7,0.253777,0.138143,0.509658,0.105262
420,48,7,0.253807,0.138207,0.509832,0.105219
421,48,7,0.253837,0.138271,0.510007,0.105177
422,48,7,0.253867,0.138335,0.510182,0.105135
423,48,7,0.253896,0.1384,0.510357,0.105093
424,48,7,0.253926,0.138464,0.510532,0.105051
425,48,7,0.253956,0.138528,0.510707,0.10501
426,48,7,0.253985,0.138593,0.510882,0.104969
427,48,7,0.254015,0.138658,0.511058,0.104928
428,48,7,0.254044,0.138722,0.511233,0.104887
429,48,7,0.254073,0.138787,0.511409,0.104845
430,48,7,0.254102,0.138852,0.511584,0.104804
431,48,7,0.254132,0.138918,0.51176,0.104762
432,48,8,0.275045,0.141261,0.511937,0.104721
433,48,7,0.25419,0.139048,0.512113,0.10468
434,48,8,0.275085,0.141355,0.512289,0.104639
435,48,7,0.254248,0.139179,0.512466,0.104599
436,48,7,0.254278,0.139245,0.512643,0.104558
437,48,7,0.254307,0.139311,0.51282,0.104518
438,48,8,0.275164,0.141542,0.512998,0.104478
439,48,8,0.275184,0.141589,0.513175,0.104438
440,48,7,0.254395,0.139508,0.513352,0.104397
441,48,7,0.254424,0.139575,0.51353,0.104356
442,48,7,0.254453,0.139641,0.513707,0.104315
443,48,7,0.254482,0.139707,0.513885,0.104274
444,48,7,0.25451,0.139774,0.514063,0.104233
445,48,7,0.254539,0.13984,0.514241,0.104191
446,48,7,0.254568,0.139907,0.514418,0.104149
447,48,7,0.254596,0.139974,0.514596,0.104108
448,48,7,0.254624,0.14004,0.514775,0.104067
449,48,7,0.254653,0.140107,0.514953,0.104026
450,48,8,0.275394,0.142113,0.515131,0.103984
451,48,7,0.25471,0.140241,0.51531,0.103944
452,48,7,0.254738,0.140308,0.515489,0.103903
453,48,7,0.254766,0.140375,0.515668,0.103863
454,48,7,0.254794,0.140443,0.515847,0.103823
455,48,7,0.254823,0.14051,0.516026,0.103783
456,48,7,0.254851,0.140577,0.516206,0.103743
457,48,8,0.275523,0.142449,0.516386,0.103702
458,48,7,0.254908,0.140713,0.516565,0.103662
459,48,7,0.254936,0.140781,0.516745,0.103622
460,48,8,0.275578,0.142594,0.516925,0.103582
461,48,7,0.254993,0.140917,0.517105,0.103542
462,48,8,0.275615,0.142692,0.517285,0.103502
463,48,7,0.255049,0.141053,0.517465,0.103461
464,48,7,0.255077,0.141122,0.517646,0.103421
465,48,7,0.255105,0.14119,0.517826,0.10338
466,48,7,0.255133,0.141259,0.518007,0.103339
467,48,7,0.25516,0.141328,0.518188,0.103298
468,48,7,0.255188,0.141396,0.518369,0.103258
469,48,8,0.275739,0.143036,0.51855,0.103217
470,48,7,0.255244,0.141534,0.518731,0.103177
471,48,7,0.255271,0.141603,0.518912,0.103137
472,48,7,0.255299,0.141672,0.519094,0.103096
473,48,7,0.255326,0.141742,0.519275,0.103056
474,48,7,0.255353,0.141811,0.519457,0.103016
475,48,7,0.25538,0.141881,0.519638,0.102975
476,48,7,0.255407,0.14195,0.51982,0.102935
477,48,8,0.308177,0.192668,0.677377,0.102895
478,48,7,0.255461,0.142089,0.520184,0.102856
479,48,7,0.255488,0.142159,0.520366,0.102816
480,48,7,0.255515,0.142229,0.520549,0.102777
481,48,7,0.255542,0.142298,0.520732,0.102738
482,48,7,0.255569,0.142368,0.520915,0.102699
483,48,7,0.255596,0.142438,0.521098,0.102661
484,48,7,0.255623,0.142508,0.521281,0.102622
485,48,7,0.25565,0.142578,0.521464,0.102583
486,48,8,0.308205,0.192664,0.675901,0.102543
487,48,7,0.255704,0.142718,0.52183,0.102504
488,48,7,0.25573,0.142789,0.522013,0.102465
489,48,7,0.255757,0.142859,0.522197,0.102426
490,48,7,0.255784,0.14293,0.52238,0.102388
491,48,7,0.255811,0.143,0.522564,0.102349
492,48,7,0.255838,0.143071,0.522748,0.102311
493,48,7,0.255864,0.143142,0.522932,0.102272
494,48,7,0.255891,0.143212,0.523116,0.102234
495,48,7,0.255918,0.143283,0.5233,0.102195
496,48,7,0.255944,0.143354,0.523484,0.102156
497,48,8,0.251317,0.134726,0.523668,0.102118
498,48,10,0.306929,0.176311,0.67391,0.10208
499,48,9,0.26617,0.133922,0.524036,0.102041
500,48,9,0.266187,0.134004,0.524221,0.102003
501,48,9,0.266203,0.134086,0.524405,0.101964
502,48,9,0.26622,0.134168,0.52459,0.101926
503,48,9,0.266237,0.134251,0.524775,0.101889
504,48,10,0.281359,0.135258,0.52496,0.101851
505,48,10,0.281368,0.135323,0.525145,0.101814
506,48,9,0.266286,0.134499,0.52533,0.101777
507,48,9,0.266303,0.134582,0.525516,0.101739
508,48,9,0.266319,0.134665,0.525701,0.101701
509,48,10,0.306909,0.176514,0.672068,0.101663
510,48,9,0.266351,0.134832,0.526072,0.101626
511,48,10,0.306904,0.176552,0.671732,0.101588
512,48,9,0.266384,0.134998,0.526444,0.101551
513,48,9,0.2664,0.135082,0.52663,0.101513
514,48,9,0.266416,0.135166,0.526816,0.101476
515,48,9,0.266432,0.13525,0.527002,0.10144
516,48,9,0.266448,0.135334,0.527188,0.101403
517,48,9,0.266465,0.135418,0.527374,0.101367
518,48,9,0.266481,0.135503,0.527561,0.101331
519,48,9,0.266497,0.135587,0.527748,0.101295
520,48,9,0.266513,0.135672,0.527935,0.101259
521,48,9,0.266529,0.135756,0.528122,0.101223
522,48,9,0.266545,0.135841,0.528309,0.101187
523,48,9,0.266561,0.135926,0.528496,0.101151
